City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,el granada,37.5027,-122.4694,11.31,91,100,4.12,US,1704902548
83,udomlya,57.8794,34.9925,-10.02,95,100,3.52,RU,1704902554
84,edinburgh of the seven seas,-37.0676,-12.3116,16.48,86,99,5.42,SH,1704902023
85,la'ie,21.6477,-157.9253,22.98,77,1,3.92,US,1704902028
86,wailua homesteads,22.0669,-159.378,17.44,88,0,2.57,US,1704902048
87,hirtshals,57.5881,9.9592,4.11,88,12,6.78,DK,1704902554
88,cannonvale,-20.2833,148.7,25.66,84,85,2.11,AU,1704902555
89,tura,25.5198,90.2201,13.93,49,0,1.36,IN,1704902556
90,jamestown,42.097,-79.2353,1.68,97,100,8.75,US,1704902060
91,bethel,41.3712,-73.414,9.45,65,75,4.63,US,1704902029
92,khandyga,62.6667,135.6,-48.77,99,34,1.05,RU,1704902103
93,enriquillo,17.9,-71.2333,28.82,68,4,5.79,DO,1704902556
94,zeya,53.75,127.2667,-32.51,99,14,1.39,RU,1704902557
95,maues,-3.3836,-57.7186,32.22,55,72,1.7,BR,1704902557
96,diego de almagro,-26.3667,-70.05,25.46,27,3,4.47,CL,1704902557
97,papatowai,-46.5619,169.4708,16.03,70,75,2.13,NZ,1704902035
98,haiku-pauwela,20.9219,-156.3051,21.01,87,0,4.63,US,1704902141
99,santana,-0.0583,-51.1817,29.92,69,99,2.44,BR,1704902558
100,papao,-17.75,-149.55,25.82,77,87,7.78,PF,1704902558
101,port saint john's,-31.6229,29.5448,25.23,92,56,2.86,ZA,1704902559
102,stanley,54.868,-1.6985,4.77,94,75,4.63,GB,1704902033
103,san antonio de pale,-1.4014,5.6325,26.95,77,63,3.88,GQ,1704902092
104,sicuani,-14.2694,-71.2261,17.58,34,49,2.63,PE,1704902123
105,iqaluit,63.7506,-68.5145,-27.15,69,40,1.54,CA,1704902023
106,port macquarie,-31.4333,152.9167,22.16,93,71,3.1,AU,1704902086
107,undurkhaan,47.3194,110.6556,-15.33,79,0,3.77,MN,1704902559
108,ancud,-41.8697,-73.8203,15.7,55,0,2.99,CL,1704902477
109,jayapura,-2.5333,140.7,25.66,90,75,0.89,ID,1704902359
110,sault ste. marie,46.5168,-84.3333,-3.69,70,100,6.69,CA,1704902514
111,vilyuysk,63.7553,121.6247,-38.89,97,100,3.13,RU,1704902098
112,katiola,8.1333,-5.1,36.71,21,7,2.63,CI,1704902560
113,newman,37.3138,-121.0208,4.6,80,12,1.17,US,1704902094
114,touros,-5.1989,-35.4608,30.67,55,2,5.65,BR,1704902124
115,avila,40.5833,-5.0,4.25,95,100,5.63,ES,1704902560
116,aral,40.5156,81.2636,-0.65,40,32,2.45,CN,1704902560
117,ta`u,-14.2336,-169.5144,28.16,75,90,2.79,AS,1704902049
118,yellowknife,62.456,-114.3525,-40.71,66,75,2.57,CA,1704902033
119,oyotun,-6.8519,-79.3036,28.15,54,16,2.96,PE,1704902561
120,urangan,-25.3,152.9,24.0,82,61,2.24,AU,1704902561
121,coquimbo,-29.9533,-71.3436,17.85,77,75,4.63,CL,1704902024
122,ocean city,39.2776,-74.5746,10.66,72,57,4.02,US,1704902290
123,akrehamn,59.2667,5.1833,-3.86,93,0,2.06,NO,1704902561
124,senanga,-16.1167,23.2667,26.31,65,91,0.82,ZM,1704902561
125,lazaro cardenas,17.9583,-102.2,27.36,65,86,0.99,MX,1704902086
126,chinsali,-10.5414,32.0816,19.57,95,100,1.78,ZM,1704902562
127,novoderevyankovskaya,46.3231,38.7472,-1.58,92,73,4.0,RU,1704902562
128,severo-yeniseyskiy,60.3725,93.0408,-31.35,100,23,1.79,RU,1704902096
129,suomussalmi,64.8869,28.9078,0.54,88,100,6.0,FI,1704902563
130,turriff,57.5384,-2.4593,5.03,86,100,4.04,GB,1704902563
131,cooper's town,26.8667,-77.5167,22.12,71,99,6.3,BS,1704902133
132,chibougamau,49.9168,-74.3659,-6.21,86,100,6.17,CA,1704902048
133,sao desiderio,-12.3633,-44.9733,34.06,35,98,2.8,BR,1704902564
134,labasa,-16.4167,179.3833,25.67,90,97,1.99,FJ,1704902564
135,atar,20.5169,-13.0499,34.03,9,0,3.09,MR,1704902564
136,college,64.8569,-147.8028,-17.01,78,75,0.0,US,1704902056
137,suva,-18.1416,178.4415,25.71,94,75,0.0,FJ,1704902502
138,bargaal,11.2864,51.0773,24.27,69,82,7.57,SO,1704902565
139,dahab,28.501,34.5134,21.05,25,0,7.64,EG,1704902565
140,saipan,15.1355,145.701,25.39,88,0,2.57,MP,1704902042
141,talnakh,69.4865,88.3972,-27.25,97,96,3.16,RU,1704902050
142,carauari,-4.8828,-66.8958,30.63,65,99,0.49,BR,1704902565
143,klamath falls,42.2249,-121.7817,-1.75,93,100,4.63,US,1704902566
144,rudnyy,52.9594,63.1206,-25.87,96,93,2.62,KZ,1704902566
145,susuman,62.7833,148.1667,-40.01,100,100,0.45,RU,1704902035
146,imbituba,-28.24,-48.6703,33.25,46,4,2.92,BR,1704902566
147,ronne,55.1009,14.7066,-0.05,100,100,6.17,DK,1704902566
148,barrie,44.4001,-79.6663,1.07,70,100,9.26,CA,1704902482
149,wotje,9.4543,170.2367,27.08,75,100,10.07,MH,1704902566
150,vuktyl,63.8567,57.3094,-29.94,100,100,0.89,RU,1704902567
151,tianshui,34.5439,105.6897,1.12,54,14,2.14,CN,1704902567
152,san angelo,31.4638,-100.437,10.06,39,37,4.02,US,1704902283
153,hamilton,39.1834,-84.5333,2.55,88,100,5.66,US,1704901871
154,punta arenas,-53.15,-70.9167,11.06,58,75,9.26,CL,1704901911
155,hadibu,12.65,54.0333,23.66,79,89,7.44,YE,1704902094
156,russkiy kameshkir,52.8589,46.0892,-26.44,100,34,1.89,RU,1704902567
157,plettenberg bay,-34.0527,23.3716,18.58,96,100,4.37,ZA,1704902567
158,klyuchi,52.2667,79.1667,-1.08,80,100,15.75,RU,1704902059
159,vilyuchinsk,52.9306,158.4028,-18.93,68,100,3.28,RU,1704902094
160,port elizabeth,-33.918,25.5701,21.17,98,75,3.09,ZA,1704901800
161,west island,-12.1568,96.8225,26.99,94,100,4.63,CC,1704902031
162,brookings,44.3114,-96.7984,-7.01,86,100,4.12,US,1704902098
163,port blair,11.6667,92.75,25.02,88,40,1.03,IN,1704902568
164,viedma,-40.8135,-62.9967,24.36,28,0,8.49,AR,1704901861
165,mirabad,30.4362,61.8383,14.95,16,11,3.29,AF,1704902568
166,nemuro,43.3236,145.575,-6.34,62,69,9.59,JP,1704902028
167,mandalgovi,45.7625,106.2708,-12.6,69,3,4.46,MN,1704902097
168,simanggang,1.2472,111.4528,25.01,94,91,0.0,MY,1704902569
169,nova sintra,14.8667,-24.7167,20.98,64,0,5.64,CV,1704902084
170,road town,18.4167,-64.6167,29.05,70,75,3.6,VG,1704902039
171,selfoss,63.9331,-20.9971,5.58,81,100,8.87,IS,1704902054
172,margaret river,-33.95,115.0667,15.59,78,92,6.03,AU,1704902038
173,callaway,30.153,-85.5699,12.17,57,20,4.12,US,1704902569
174,nuuk,64.1835,-51.7216,-1.66,100,100,3.6,GL,1704902078
175,sur,22.5667,59.5289,21.59,53,0,3.01,OM,1704902088
176,varna,43.2167,27.9167,-1.42,69,9,4.63,BG,1704902472
177,pimentel,-6.8367,-79.9342,26.16,73,0,5.66,PE,1704902569
178,sisimiut,66.9395,-53.6735,-4.85,92,100,5.18,GL,1704902106
179,uturoa,-16.7333,-151.4333,27.89,78,93,5.74,PF,1704902089
180,yashkino,55.8736,85.4265,-6.71,92,100,8.29,RU,1704902570
181,miles city,46.4083,-105.8406,-12.46,78,100,9.77,US,1704902038
182,taltal,-25.4,-70.4833,21.87,69,7,4.27,CL,1704902070
183,sovetskaya gavan',48.9723,140.2878,-22.72,86,3,1.79,RU,1704902570
184,georgetown,5.4112,100.3354,28.97,79,20,1.03,MY,1704902331
185,linfen,36.0889,111.5189,2.65,47,0,1.02,CN,1704902571
186,kenai,60.5544,-151.2583,-13.28,88,75,2.06,US,1704902574
187,gadzhiyevo,69.2551,33.3362,-6.29,83,100,10.53,RU,1704902574
188,atafu village,-8.5421,-172.5159,28.99,72,85,4.05,TK,1704902030
189,holualoa,19.6228,-155.9522,21.54,87,33,4.35,US,1704902574
190,sidi akkacha,36.4647,1.3026,14.16,78,77,1.54,DZ,1704902574
191,al kharijah,25.4514,30.5464,15.81,17,0,4.24,EG,1704902089
192,kargopol',61.5071,38.9456,-12.13,95,100,3.41,RU,1704902577
193,sebastopol,44.6,33.5333,-1.67,60,27,0.45,UA,1704902053
194,nova vicosa,-17.8919,-39.3719,32.15,49,82,3.43,BR,1704902578
195,kingston,17.997,-76.7936,28.53,70,75,10.29,JM,1704902026
196,inirida,3.8653,-67.9239,35.86,39,58,0.78,CO,1704902578
197,saldanha,-33.0117,17.9442,27.03,73,17,13.55,ZA,1704902057
198,babolsar,36.7025,52.6576,9.18,80,100,4.07,IR,1704902578
199,telgte,51.9833,7.7833,-0.37,59,0,2.57,DE,1704902503
200,marsh harbour,26.5412,-77.0636,22.32,74,99,6.58,BS,1704902578
201,kongsvinger,60.1905,11.9977,-8.63,96,82,1.52,NO,1704902578
202,saint-joseph,-21.3667,55.6167,26.21,79,69,5.91,RE,1704902041
203,longyearbyen,78.2186,15.6401,-14.09,66,75,6.69,SJ,1704902030
204,banda aceh,5.5577,95.3222,27.74,77,46,6.62,ID,1704902579
205,remire-montjoly,4.9167,-52.2667,31.02,70,75,7.72,GF,1704902112
206,miryang,35.4933,128.7489,0.95,89,28,1.76,KR,1704902579
207,karasuk,53.7377,78.0403,-1.63,87,100,15.43,RU,1704902579
208,port mathurin,-19.6833,63.4167,27.98,78,62,3.94,MU,1704902028
209,sao raimundo das mangabeiras,-7.0219,-45.4811,33.58,44,94,3.47,BR,1704902579
210,fale old settlement,-9.3852,-171.2468,28.86,74,65,4.33,TK,1704902041
211,gedo,9.0167,37.45,17.32,41,100,1.4,ET,1704902580
212,kapa'a,22.0752,-159.319,18.18,88,0,2.57,US,1704902102
213,kavieng,-2.5744,150.7967,28.73,74,57,2.76,PG,1704902580
214,hotan,37.0997,79.9269,-0.85,38,0,0.92,CN,1704902580
215,udachny,66.4167,112.4,-34.2,73,61,1.63,RU,1704902040
216,yelizovo,53.1873,158.3805,-19.0,58,40,3.13,RU,1704902580
217,keflavik,64.0049,-22.5624,7.24,81,75,10.29,IS,1704902041
218,port lincoln,-34.7333,135.8667,17.48,88,5,3.95,AU,1704902031
219,sandnessjoen,66.0217,12.6316,6.06,93,75,3.09,NO,1704902331
220,kalmunai,7.4167,81.8167,24.4,92,100,2.51,LK,1704902581
221,sparti,37.0733,22.4297,7.67,83,13,1.31,GR,1704902581
222,lakhdenpokh'ya,61.5198,30.1992,-1.81,98,100,7.01,RU,1704902581
223,petropavlovsk-kamchatsky,53.0452,158.6483,-19.75,73,40,3.0,RU,1704902581
224,lethem,3.3803,-59.7968,32.82,48,66,6.01,GY,1704902027
225,schweizer-reneke,-27.1887,25.3293,27.76,45,53,4.98,ZA,1704902581
226,candon,17.1947,120.4517,22.94,80,6,2.56,PH,1704902491
227,charleston,32.7766,-79.9309,10.01,61,0,8.23,US,1704902582
228,grand falls-windsor,48.9332,-55.6649,-5.83,65,46,0.89,CA,1704902582
229,madras,13.0878,80.2785,25.99,83,40,2.06,IN,1704902582
230,pinotepa nacional,16.3167,-98.0167,27.51,50,100,1.09,MX,1704902582
231,kovalam,8.3667,76.9967,28.05,78,75,0.0,IN,1704902583
232,nar'yan-mar,67.6713,53.087,-17.16,97,100,3.58,RU,1704902037
233,dudinka,69.4058,86.1778,-26.85,96,70,5.36,RU,1704902583
234,kupang,-10.1667,123.5833,27.46,83,100,3.47,ID,1704902062
235,dalhart,36.0595,-102.5133,3.04,74,0,5.87,US,1704902402
236,ola,59.5833,151.2833,-24.14,88,99,2.89,RU,1704902048
237,badger,64.8,-147.5333,-17.05,85,100,0.0,US,1704902098
238,horizontina,-27.6258,-54.3078,30.34,57,100,2.43,BR,1704902584
239,lanciano,42.2167,14.3882,5.81,84,100,2.26,IT,1704902585
240,kerikeri,-35.2268,173.9474,17.63,93,79,2.68,NZ,1704902100
241,muynoq,43.7683,59.0214,-1.72,54,76,3.84,UZ,1704902586
242,anshun,26.25,105.9333,7.3,92,100,2.81,CN,1704902586
243,carnarvon,-24.8667,113.6333,23.65,80,2,9.32,AU,1704902096
244,qarazhal,48.0078,70.7903,-12.64,89,78,7.86,KZ,1704902093
245,vila franca do campo,37.7167,-25.4333,19.23,99,100,12.74,PT,1704902048
246,vetluga,57.8557,45.781,-20.9,99,76,2.94,RU,1704902587
247,aykhal,66.0,111.5,-34.16,100,90,2.14,RU,1704902037
248,isangel,-19.55,169.2667,25.78,82,78,2.71,VU,1704902053
249,klaksvik,62.2266,-6.589,5.51,75,7,2.06,FO,1704902588
250,cabo san lucas,22.8909,-109.9124,19.31,51,100,1.59,MX,1704902401
251,columbia falls,48.3725,-114.1815,-0.55,71,75,1.54,US,1704902588
252,otjimbingwe,-22.35,16.1333,30.93,14,27,8.33,NA,1704902588
253,rio rancho,35.2334,-106.6645,2.97,50,0,3.13,US,1704902236
254,oyem,1.5995,11.5793,22.5,85,94,1.31,GA,1704902589
255,wagoner,35.9595,-95.3694,3.95,68,1,7.0,US,1704902590
256,vila velha,-20.3297,-40.2925,30.97,72,20,9.26,BR,1704902590
257,laojunmiao,39.8333,97.7333,-1.96,17,11,1.61,CN,1704902071
258,les cayes,18.2,-73.75,28.3,64,3,5.1,HT,1704902590
259,sinabang,2.4803,96.3801,26.32,83,100,1.1,ID,1704902058
260,hami,42.8,93.45,-5.92,66,1,2.26,CN,1704902591
261,martuk,50.7475,56.5056,-17.66,94,100,2.44,KZ,1704902592
262,loango,-4.6719,11.8312,28.81,79,75,3.6,CG,1704902592
263,camocim,-2.9022,-40.8411,31.85,58,45,7.17,BR,1704902593
264,lata,40.1629,-8.3327,12.82,88,97,2.32,PT,1704902071
265,sitka,57.0531,-135.33,-0.06,55,75,2.06,US,1704902051
266,la passe,45.5549,-0.8967,0.13,62,92,3.19,FR,1704902029
267,keta,5.9179,0.9879,33.12,72,6,7.1,GH,1704902594
268,qaqortoq,60.7167,-46.0333,0.59,89,100,3.04,GL,1704902041
269,yeppoon,-23.1333,150.7333,25.88,77,80,4.79,AU,1704902142
270,sidi ifni,29.3797,-10.173,26.86,55,6,1.77,MA,1704902366
271,madang,-5.2246,145.7966,25.51,91,100,1.85,PG,1704902594
272,ust-nera,64.5667,143.2,-45.08,97,84,1.3,RU,1704902050
273,kampong chhnang,12.1667,104.55,26.67,63,92,0.54,KH,1704902597
274,ximeicun,24.9639,118.3794,9.91,97,1,1.09,CN,1704902599
275,bijar,35.8668,47.6051,0.47,95,95,3.04,IR,1704902599
276,peace river,56.2501,-117.286,-26.3,86,100,3.09,CA,1704902600
277,nakamura,32.9833,132.9333,3.16,98,33,1.84,JP,1704902600
278,saint-pierre,-21.3393,55.4781,26.82,74,0,9.26,RE,1704902053
279,dhuusamarreeb,5.535,46.3861,28.63,30,0,4.56,SO,1704902600
280,weno,7.4515,151.8468,28.2,70,100,8.93,FM,1704902027
281,mar del plata,-38.0023,-57.5575,21.64,55,0,6.17,AR,1704902450
282,quellon,-43.1167,-73.6167,17.36,45,0,3.93,CL,1704902601
283,ciudad guayana,8.3533,-62.6528,28.07,82,97,3.58,VE,1704902602
284,ploneour-lanvern,47.9,-4.2833,2.18,69,100,4.63,FR,1704902603
285,dawesville,30.9224,-84.0091,9.53,60,0,3.6,US,1704902605
286,las heras,-46.5419,-68.9359,18.21,23,100,6.4,AR,1704902479
287,codrington,-38.2667,141.9667,13.91,96,3,2.13,AU,1704902048
288,khadan khak,30.7477,67.7085,6.83,29,0,2.9,PK,1704902605
289,piti village,13.4626,144.6933,27.03,88,20,2.57,GU,1704902606
290,labrador city,52.9463,-66.9114,-18.05,71,100,4.12,CA,1704902606
291,jeddah,21.5169,39.2192,27.92,57,33,2.57,SA,1704902391
292,olinda,-8.0089,-34.8553,30.85,62,75,6.17,BR,1704902501
293,yoloten,37.2989,62.3597,10.2,57,100,2.77,TM,1704902479
294,nacala,-14.5428,40.6728,27.52,77,100,3.06,MZ,1704902607
295,firuzabad,28.8438,52.5707,9.65,24,6,0.98,IR,1704902037
296,bulgan,48.8125,103.5347,-18.99,76,0,1.98,MN,1704902607
297,nantucket,41.2835,-70.0995,11.08,82,100,11.32,US,1704902070
298,inhambane,-23.865,35.3833,29.99,74,40,3.09,MZ,1704902114
299,bel ombre,-4.6167,55.4167,28.91,70,20,5.66,SC,1704902608
300,san fernando,15.0286,120.6898,25.85,86,65,2.46,PH,1704902608
301,kasongo-lunda,-6.4667,16.8167,29.05,66,99,1.32,CD,1704902609
302,queenstown,-31.8976,26.8753,21.42,66,58,3.58,ZA,1704902040
303,tobelo,1.7284,128.0095,26.79,83,100,1.92,ID,1704902609
304,beira,-19.8436,34.8389,31.05,70,75,6.17,MZ,1704902610
305,tanjungbalai,2.9667,99.8,23.92,96,73,1.35,ID,1704902610
306,sant lluis,39.8526,4.2594,11.22,87,40,0.0,ES,1704902616
307,thompson,55.7435,-97.8558,-25.91,76,100,3.6,CA,1704902031
308,tinghir,31.5157,-5.5343,17.81,17,0,1.67,MA,1704902617
309,tangalle,6.024,80.7911,24.09,93,100,6.21,LK,1704902147
310,laguna,38.421,-121.4238,8.49,93,100,5.14,US,1704902617
311,shabqadar,34.2139,71.5552,10.12,23,2,2.64,PK,1704902617
312,zahirabad,17.6833,77.6167,23.96,40,100,2.92,IN,1704902617
313,lubango,-14.9172,13.4925,23.92,53,100,1.54,AO,1704902617
314,ambon,-3.6954,128.1814,27.08,89,40,2.06,ID,1704902024
315,richards bay,-28.783,32.0377,23.92,92,99,3.87,ZA,1704902148
316,cidreira,-30.1811,-50.2056,26.81,78,29,5.65,BR,1704902050
317,qandala,11.472,49.8728,23.88,76,36,5.63,SO,1704902617
318,hasaki,35.7333,140.8333,4.22,60,100,11.24,JP,1704902147
319,pacific grove,36.6177,-121.9166,9.25,78,100,3.09,US,1704902618
320,northam,51.0333,-4.2167,4.78,75,57,7.06,GB,1704902618
321,villamontes,-21.25,-63.5,36.69,47,27,0.0,BO,1704902618
322,lockwood,45.8191,-108.4149,-1.06,68,100,4.63,US,1704902618
323,aguilar de campoo,42.7945,-4.2589,2.31,98,97,2.23,ES,1704902618
324,alice springs,-23.7,133.8833,30.68,20,40,2.24,AU,1704902035
325,bastrop,32.7562,-91.8724,6.51,67,0,2.06,US,1704902618
326,el obeid,13.1842,30.2167,27.41,27,0,5.15,SD,1704902619
327,brisas de zicatela,15.8369,-97.0419,29.29,74,75,1.54,MX,1704902619
328,orapa,-21.2833,25.3667,26.58,55,100,2.3,BW,1704902619
329,mount isa,-20.7333,139.5,26.87,83,84,0.0,AU,1704902072
330,jackson,42.4165,-122.8345,3.17,92,100,2.06,US,1704902583
331,hammerfest,70.6634,23.6821,-2.75,74,75,6.17,NO,1704902619
332,rurrenabaque,-14.4413,-67.5278,30.83,79,100,0.0,BO,1704902619
333,letterkenny,54.95,-7.7333,4.96,88,24,1.82,IE,1704902620
334,cascais,38.6979,-9.4215,16.39,77,20,4.47,PT,1704902620
335,namtsy,62.7161,129.6658,-46.69,100,97,0.98,RU,1704902620
336,borogontsy,62.6683,131.1683,-43.14,99,86,1.98,RU,1704902620
337,punta alta,-38.8759,-62.0736,27.04,28,20,3.01,AR,1704902620
338,whangarei,-35.7317,174.3239,16.36,97,29,1.86,NZ,1704902500
339,kachkanar,58.7,59.4948,-34.89,99,46,2.31,RU,1704902620
340,tazovsky,67.4667,78.7,-28.46,99,91,4.08,RU,1704902059
341,posse,-14.0931,-46.3694,28.81,52,99,0.78,BR,1704902620
342,miguel ahumada,30.6167,-106.5167,7.94,13,20,2.06,MX,1704902621
343,diu,20.7141,70.9822,23.56,65,0,2.05,IN,1704902621
344,smithers,54.7804,-127.1743,-11.82,85,100,0.0,CA,1704902016
345,port alfred,-33.5906,26.891,21.09,90,100,4.44,ZA,1704902088
346,berdigestyakh,62.0989,126.6992,-40.41,100,97,1.58,RU,1704902621
347,yaren,-0.5472,166.916,28.62,79,100,4.24,NR,1704902099
348,magadan,59.5667,150.8,-23.45,83,99,2.82,RU,1704902622
349,akureyri,65.6835,-18.0878,3.96,70,20,4.12,IS,1704902623
350,cururupu,-1.8283,-44.8683,32.6,53,36,3.42,BR,1704902089
351,tizimin,21.15,-88.15,25.04,55,79,3.75,MX,1704902623
352,nouadhibou,20.931,-17.0347,30.99,13,0,1.03,MR,1704902080
353,naze,28.3667,129.4833,13.51,57,99,14.82,JP,1704902623
354,east london,-33.0153,27.9116,22.52,88,100,1.54,ZA,1704902053
355,morehead city,34.7229,-76.726,10.58,59,6,4.47,US,1704902624
356,middelburg,-25.7751,29.4648,25.31,50,80,3.12,ZA,1704902528
357,bucerias,20.75,-105.3333,23.32,64,100,0.0,MX,1704902579
358,waingapu,-9.6567,120.2641,28.1,73,15,3.06,ID,1704902624
359,bull savanna,17.8868,-77.5902,26.36,76,77,7.04,JM,1704902624
360,kamloops,50.6665,-120.3192,-2.45,54,100,8.23,CA,1704902383
361,esikhaleni,-28.871,31.8996,23.7,96,91,2.37,ZA,1704902624
362,flying fish cove,-10.4217,105.6791,26.82,89,100,2.57,CX,1704902624
363,khabarovsk,48.4808,135.0928,-25.11,84,0,2.0,RU,1704902624
